2127 東証1部 (株)日本Ｍ＆Ａセンター（サービス業）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2007-01-04","1970016","2049984","1959984","2049984","678","213.5"
"2007-01-05","2079984","2130000","1980000","2090016","2322","217.7"
"2007-01-09","2070000","2169984","2060016","2109984","973","219.8"
"2007-01-10","2150016","2220000","2019984","2100000","2083","218.8"
"2007-01-11","2109984","2180016","2049984","2180016","1253","227.1"
"2007-01-12","2169984","2319984","2150016","2270016","3726","236.5"
"2007-01-15","2289984","2289984","2160000","2199984","1465","229.2"
"2007-01-16","2180016","2400000","2169984","2330016","3217","242.7"
"2007-01-17","2330016","2340000","2250000","2280000","1476","237.5"
"2007-01-18","2319984","2340000","2210016","2229984","1120","232.3"
"2007-01-19","2250000","2450016","2210016","2450016","2062","255.2"
"2007-01-22","2450016","2600016","2409984","2550000","2156","265.6"
"2007-01-23","2630016","2949984","2630016","2949984","4282","307.3"
"2007-01-24","2930016","3020016","2829984","2970000","2784","309.4"
"2007-01-25","2970000","3219984","2880000","2919984","3894","304.2"
"2007-01-26","2940000","3200016","2930016","3200016","2934","333.3"
"2007-01-29","3279984","3390000","3219984","3279984","2245","341.7"
"2007-01-30","3330000","3350016","3050016","3120000","1681","325"
"2007-01-31","3020016","3099984","2750016","2810016","1660","292.7"
"2007-02-01","2870016","3000000","2750016","2940000","1585","306.3"
"2007-02-02","2979984","3009984","2799984","2859984","1171","297.9"
"2007-02-05","2780016","2840016","2709984","2730000","789","284.4"
"2007-02-06","2790000","2910000","2769984","2900016","1768","302.1"
"2007-02-07","2880000","2960016","2840016","2910000","1058","303.1"
"2007-02-08","2919984","3129984","2880000","3099984","1899","322.9"
"2007-02-09","3060000","3080016","2949984","2970000","1220","309.4"
"2007-02-13","3000000","3080016","2820000","2850000","1182","296.9"
"2007-02-14","2919984","2919984","2810016","2840016","676","295.8"
"2007-02-15","2870016","2979984","2820000","2910000","761","303.1"
"2007-02-16","2910000","3009984","2889984","2919984","647","304.2"
"2007-02-19","2979984","3009984","2919984","2960016","352","308.3"
"2007-02-20","3000000","3170016","2990016","3140016","2376","327.1"
"2007-02-21","3110016","3120000","3009984","3069984","966","319.8"
"2007-02-22","3090000","3170016","3030000","3120000","763","325"
"2007-02-23","3159984","3309984","3159984","3249984","1812","338.5"
"2007-02-26","3300000","3300000","3170016","3189984","854","332.3"
"2007-02-27","3189984","3210000","3120000","3129984","561","326"
"2007-02-28","2859984","3090000","2859984","3090000","832","321.9"
"2007-03-01","3090000","3120000","2940000","3009984","402","313.5"
"2007-03-02","2979984","3060000","2949984","2970000","344","309.4"
"2007-03-05","2910000","2949984","2610000","2640000","677","275"
"2007-03-06","2709984","2850000","2690016","2840016","754","295.8"
"2007-03-07","2919984","2970000","2829984","2870016","901","299"
"2007-03-08","2850000","3050016","2829984","3009984","1118","313.5"
"2007-03-09","3020016","3030000","2949984","2960016","707","308.3"
"2007-03-12","2990016","3060000","2979984","3009984","432","313.5"
"2007-03-13","2990016","3000000","2910000","2919984","365","304.2"
"2007-03-14","2799984","2880000","2790000","2829984","280","294.8"
"2007-03-15","2900016","2940000","2870016","2910000","328","303.1"
"2007-03-16","2919984","2940000","2859984","2870016","343","299"
"2007-03-19","2840016","2889984","2820000","2870016","153","299"
"2007-03-20","2910000","2910000","2859984","2900016","348","302.1"
"2007-03-22","2949984","2990016","2919984","2940000","308","306.3"
"2007-03-23","2960016","3039984","2930016","3009984","364","313.5"
"2007-03-26","3030000","3189984","3030000","3039984","1104","316.7"
"2007-03-27","768000","801996","761004","765000","2812","318.8"
"2007-03-28","785004","789000","765996","780996","1847","325.4"
"2007-03-29","771000","774996","762000","765000","888","318.8"
"2007-03-30","771000","771000","734004","747996","882","311.7"
"2007-04-02","738000","741000","708996","710004","909","295.8"
"2007-04-03","708996","710004","681996","690000","1071","287.5"
"2007-04-04","704004","723996","695004","719004","880","299.6"
"2007-04-05","714000","738996","711996","720000","1086","300"
"2007-04-06","726996","726996","704004","711000","408","296.3"
"2007-04-09","710004","714000","684996","690000","557","287.5"
"2007-04-10","684996","704004","675000","689004","549","287.1"
"2007-04-11","681996","755004","674004","720000","5100","300"
"2007-04-12","713004","732996","702996","708996","1728","295.4"
"2007-04-13","716004","719004","689004","693000","958","288.8"
"2007-04-16","696996","705000","680004","681000","623","283.8"
"2007-04-17","678000","690000","663000","669000","672","278.8"
"2007-04-18","639996","653004","626004","639996","671","266.7"
"2007-04-19","650004","660000","626004","635004","682","264.6"
"2007-04-20","639996","639996","597996","599004","607","249.6"
"2007-04-23","588996","590004","548004","564000","1052","235"
"2007-04-24","558996","597000","549996","591996","888","246.7"
"2007-04-25","581004","582000","555000","557004","521","232.1"
"2007-04-26","567000","570000","555996","558000","288","232.5"
"2007-04-27","564996","582000","561000","582000","530","242.5"
"2007-05-01","600000","636000","591996","630000","1461","262.5"
"2007-05-02","650004","651996","618000","632004","960","263.3"
"2007-05-07","641004","642996","632004","633996","366","264.2"
"2007-05-08","630996","632004","611004","614004","370","255.8"
"2007-05-09","603996","608004","597000","600996","316","250.4"
"2007-05-10","605004","618000","602004","615000","286","256.3"
"2007-05-11","620004","621000","600000","603000","501","251.3"
"2007-05-14","585000","591996","513996","531000","1949","221.3"
"2007-05-15","528996","555000","486996","537000","2076","223.8"
"2007-05-16","492000","510000","473004","491004","1325","204.6"
"2007-05-17","480996","486000","459996","462996","900","192.9"
"2007-05-18","458004","462000","420000","444996","1291","185.4"
"2007-05-21","438996","465000","428004","435000","716","181.3"
"2007-05-22","444996","480000","440004","480000","1617","200"
"2007-05-23","489996","525000","488004","509004","1880","212.1"
"2007-05-24","512004","515004","482004","497004","810","207.1"
"2007-05-25","497004","519000","486000","519000","1131","216.3"
"2007-05-28","534996","546996","521004","525000","1362","218.8"
"2007-05-29","534000","537996","527004","531996","526","221.7"
"2007-05-30","540000","545004","528000","537000","698","223.8"
"2007-05-31","545004","546000","536004","536004","345","223.3"
"2007-06-01","533004","533004","507000","509004","953","212.1"
"2007-06-04","500004","509004","498000","498000","1112","207.5"
"2007-06-05","512004","513996","501996","507996","1473","211.7"
"2007-06-06","504996","528000","504000","516996","1698","215.4"
"2007-06-07","510996","516996","510000","516000","640","215"
"2007-06-08","507996","512004","507000","510996","316","212.9"
"2007-06-11","521004","521004","504996","506004","692","210.8"
"2007-06-12","519996","531996","510000","525000","1409","218.8"
"2007-06-13","519996","558996","518004","555000","2868","231.3"
"2007-06-14","564996","578004","552996","569004","1785","237.1"
"2007-06-15","572004","602004","564000","584004","2592","243.3"
"2007-06-18","599004","603000","570000","572004","1759","238.3"
"2007-06-19","576000","585996","570000","570000","656","237.5"
"2007-06-20","572004","576996","564996","569004","583","237.1"
"2007-06-21","570000","585000","567000","570000","888","237.5"
"2007-06-22","572004","578004","567996","569004","479","237.1"
"2007-06-25","561000","573000","555000","558996","306","232.9"
"2007-06-26","561000","567000","540000","552000","479","230"
"2007-06-27","546000","546000","528000","531996","407","221.7"
"2007-06-28","545004","557004","540000","545004","544","227.1"
"2007-06-29","563004","569004","554004","557004","560","232.1"
"2007-07-02","570000","588996","564996","588996","651","245.4"
"2007-07-03","588996","588996","578004","582996","483","242.9"
"2007-07-04","579000","624996","575004","623004","2416","259.6"
"2007-07-05","615000","621996","603000","605004","989","252.1"
"2007-07-06","606996","621996","602004","605004","658","252.1"
"2007-07-09","605004","608004","588996","590004","331","245.8"
"2007-07-10","587004","597996","572004","582996","527","242.9"
"2007-07-11","573996","585996","573996","576000","285","240"
"2007-07-12","576996","582996","570000","570000","351","237.5"
"2007-07-13","578004","587004","572004","579996","378","241.7"
"2007-07-17","582000","596004","576000","593004","343","247.1"
"2007-07-18","594000","615000","591000","600996","1209","250.4"
"2007-07-19","594996","605004","579996","582000","378","242.5"
"2007-07-20","582996","590004","576996","582000","508","242.5"
"2007-07-23","569004","572004","537000","548004","924","228.3"
"2007-07-24","548004","573996","543000","564996","381","235.4"
"2007-07-25","549000","575004","548004","572004","239","238.3"
"2007-07-26","561996","567000","560004","561996","205","234.2"
"2007-07-27","542004","549996","533004","543000","324","226.3"
"2007-07-30","522996","549000","519996","549000","204","228.8"
"2007-07-31","558000","564996","551004","552996","248","230.4"
"2007-08-01","552996","558996","531000","533004","167","222.1"
"2007-08-02","542004","542004","500004","531996","161","221.7"
"2007-08-03","531000","552000","525996","530004","97","220.8"
"2007-08-06","519996","528996","515004","524004","70","218.3"
"2007-08-07","524004","530004","513996","513996","252","214.2"
"2007-08-08","516996","555000","516996","540996","593","225.4"
"2007-08-09","573000","585000","542004","543000","1066","226.3"
"2007-08-10","530004","564996","518004","555000","447","231.3"
"2007-08-13","555000","570000","545004","555996","320","231.7"
"2007-08-14","554004","579996","548004","578004","463","240.8"
"2007-08-15","570000","570996","555996","566004","280","235.8"
"2007-08-16","543996","554004","519000","531000","303","221.3"
"2007-08-17","522996","528996","488004","488004","279","203.3"
"2007-08-20","509004","516000","453000","470004","339","195.8"
"2007-08-21","461004","482004","453996","465000","346","193.8"
"2007-08-22","459996","480996","452004","464004","312","193.3"
"2007-08-23","474000","513996","473004","513996","809","214.2"
"2007-08-24","507000","540000","498996","503004","523","209.6"
"2007-08-27","518004","525000","504000","504996","302","210.4"
"2007-08-28","495000","519996","492000","516996","269","215.4"
"2007-08-29","492000","519996","486996","506004","418","210.8"
"2007-08-30","516000","531000","515004","515004","378","214.6"
"2007-08-31","513000","528000","513000","524004","181","218.3"
"2007-09-03","519000","540000","507996","537000","369","223.8"
"2007-09-04","510000","519996","507000","513996","472","214.2"
"2007-09-05","507996","521004","489996","500004","299","208.3"
"2007-09-06","480000","501996","480000","492996","250","205.4"
"2007-09-07","492996","494004","474996","480996","208","200.4"
"2007-09-10","465996","468000","459996","464004","109","193.3"
"2007-09-11","459000","470004","450000","468000","159","195"
"2007-09-12","470004","477996","450000","458004","190","190.8"
"2007-09-13","450996","455004","440004","446004","169","185.8"
"2007-09-14","441000","450000","435000","441996","167","184.2"
"2007-09-18","446004","446004","395004","398004","487","165.8"
"2007-09-19","417996","432996","387996","408000","1387","170"
"2007-09-20","417996","434004","414996","432996","984","180.4"
"2007-09-21","435000","450996","423000","447996","750","186.7"
"2007-09-25","447996","465000","444996","459000","420","191.3"
"2007-09-26","462000","509004","462000","509004","1422","212.1"
"2007-09-27","510996","543000","507000","522996","1533","217.9"
"2007-09-28","528000","531996","506004","515004","411","214.6"
"2007-10-01","513996","521004","501000","507996","186","211.7"
"2007-10-02","512004","531000","509004","530004","428","220.8"
"2007-10-03","525996","560004","519000","551004","1041","229.6"
"2007-10-04","558000","575004","540996","549000","1014","228.8"
"2007-10-05","552000","564000","543996","552996","774","230.4"
"2007-10-09","567996","575004","545004","548004","648","228.3"
"2007-10-10","558000","561000","513996","528000","374","220"
"2007-10-11","573996","590004","564996","573000","2010","238.8"
"2007-10-12","575004","582000","560004","576000","702","240"
"2007-10-15","566004","579000","557004","558000","580","232.5"
"2007-10-16","552996","579996","540000","570996","651","237.9"
"2007-10-17","560004","576000","551004","564000","439","235"
"2007-10-18","560004","612000","560004","603996","1990","251.7"
"2007-10-19","602004","621000","576000","594996","1398","247.9"
"2007-10-22","564996","593004","561000","590004","605","245.8"
"2007-10-23","608004","629004","579000","590004","928","245.8"
"2007-10-24","591996","611004","590004","590004","615","245.8"
"2007-10-25","600000","608004","591996","597000","501","248.8"
"2007-10-26","588000","612996","584004","609000","579","253.8"
"2007-10-29","617004","641004","605004","620004","1562","258.3"
"2007-10-30","629004","659004","621000","630000","1748","262.5"
"2007-10-31","647004","666996","639996","657000","1169","273.8"
"2007-11-01","695004","717996","663996","681000","2980","283.8"
"2007-11-02","651000","690000","650004","672000","1494","280"
"2007-11-05","680004","710004","669000","684000","1202","285"
"2007-11-06","674004","692004","594000","630996","796","262.9"
"2007-11-07","659004","659004","609996","620004","600","258.3"
"2007-11-08","600000","648996","596004","639996","813","266.7"
"2007-11-09","650004","654996","623004","644004","617","268.3"
"2007-11-12","614004","635004","606000","630996","475","262.9"
"2007-11-13","621000","647004","621000","630000","448","262.5"
"2007-11-14","653004","678000","644004","678000","724","282.5"
"2007-11-15","677004","687000","660000","668004","437","278.3"
"2007-11-16","657000","684996","650004","684996","425","285.4"
"2007-11-19","687996","707004","665004","668004","388","278.3"
"2007-11-20","639996","672996","635004","672996","452","280.4"
"2007-11-21","672996","681996","650004","657000","352","273.8"
"2007-11-22","647004","647004","612000","624000","654","260"
"2007-11-26","639996","639996","621996","627996","185","261.7"
"2007-11-27","608004","654996","605004","650004","288","270.8"
"2007-11-28","651996","678000","650004","665004","344","277.1"
"2007-11-29","680004","684996","666000","678996","353","282.9"
"2007-11-30","678996","681996","665004","669996","291","279.2"
"2007-12-03","677004","695004","674004","693996","672","289.2"
"2007-12-04","744000","759996","705000","711996","2419","296.7"
"2007-12-05","710004","726000","696996","719004","915","299.6"
"2007-12-06","726996","737004","702000","710004","749","295.8"
"2007-12-07","701004","711000","695004","696000","338","290"
"2007-12-10","693000","693000","663000","668004","331","278.3"
"2007-12-11","674004","683004","633000","636000","827","265"
"2007-12-12","635004","669996","629004","669000","414","278.8"
"2007-12-13","669996","674004","639000","639996","322","266.7"
"2007-12-14","648996","663000","626004","636996","302","265.4"
"2007-12-17","624000","627000","552000","567000","588","236.3"
"2007-12-18","560004","603000","555996","579000","448","241.3"
"2007-12-19","576996","609996","576996","579000","376","241.3"
"2007-12-20","587004","603000","542004","543996","385","226.7"
"2007-12-21","542004","558000","540000","549000","446","228.8"
"2007-12-25","563004","563004","549000","552000","165","230"
"2007-12-26","560004","588996","552996","579996","331","241.7"
"2007-12-27","579996","599004","570000","579000","349","241.3"
"2007-12-28","573000","579996","561000","564000","164","235"